lluvia,geometry
169.0,"POLYGON ((-70.44588458065287 -35.34870643010317, -70.44588458065287 -35.40260534715034, -70.4009688164469 -35.40260534715034, -70.4009688164469 -35.34870643010317, -70.44588458065287 -35.34870643010317))"
116.0,"POLYGON ((-70.34706989939973 -35.34870643010317, -70.34706989939973 -35.40260534715034, -70.31113728803496 -35.40260534715034, -70.31113728803496 -35.34870643010317, -70.34706989939973 -35.34870643010317))"
23.0,"POLYGON ((-72.54794234549256 -35.40260534715034, -72.54794234549256 -35.44752111135632, -72.50302658128659 -35.44752111135632, -72.50302658128659 -35.40260534715034, -72.54794234549256 -35.40260534715034))"
57.0,"POLYGON ((-72.50302658128659 -35.40260534715034, -72.50302658128659 -35.44752111135632, -72.44912766423941 -35.44752111135632, -72.44912766423941 -35.40260534715034, -72.50302658128659 -35.40260534715034))"
67.0,"POLYGON ((-72.44912766423941 -35.40260534715034, -72.44912766423941 -35.44752111135632, -72.40421190003343 -35.44752111135632, -72.40421190003343 -35.40260534715034, -72.44912766423941 -35.40260534715034))"
79.0,"POLYGON ((-72.40421190003343 -35.40260534715034, -72.40421190003343 -35.44752111135632, -72.35031298298627 -35.44752111135632, -72.35031298298627 -35.40260534715034, -72.40421190003343 -35.40260534715034))"
69.0,"POLYGON ((-72.35031298298627 -35.40260534715034, -72.35031298298627 -35.44752111135632, -72.29641406593909 -35.44752111135632, -72.29641406593909 -35.40260534715034, -72.35031298298627 -35.40260534715034))"
77.0,"POLYGON ((-72.29641406593909 -35.40260534715034, -72.29641406593909 -35.44752111135632, -72.25149830173312 -35.44752111135632, -72.25149830173312 -35.40260534715034, -72.29641406593909 -35.40260534715034))"
92.0,"POLYGON ((-72.25149830173312 -35.40260534715034, -72.25149830173312 -35.44752111135632, -72.19759938468594 -35.44752111135632, -72.19759938468594 -35.40260534715034, -72.25149830173312 -35.40260534715034))"
102.0,"POLYGON ((-72.19759938468594 -35.40260534715034, -72.19759938468594 -35.44752111135632, -72.15268362047998 -35.44752111135632, -72.15268362047998 -35.40260534715034, -72.19759938468594 -35.40260534715034))"
108.0,"POLYGON ((-72.15268362047998 -35.40260534715034, -72.15268362047998 -35.44752111135632, -72.0987847034328 -35.44752111135632, -72.0987847034328 -35.40260534715034, -72.15268362047998 -35.40260534715034))"
95.0,"POLYGON ((-72.0987847034328 -35.40260534715034, -72.0987847034328 -35.44752111135632, -72.05386893922682 -35.44752111135632, -72.05386893922682 -35.40260534715034, -72.0987847034328 -35.40260534715034))"
92.0,"POLYGON ((-72.05386893922682 -35.40260534715034, -72.05386893922682 -35.44752111135632, -71.99997002217965 -35.44752111135632, -71.99997002217965 -35.40260534715034, -72.05386893922682 -35.40260534715034))"
95.0,"POLYGON ((-71.99997002217965 -35.40260534715034, -71.99997002217965 -35.44752111135632, -71.94607110513248 -35.44752111135632, -71.94607110513248 -35.40260534715034, -71.99997002217965 -35.40260534715034))"
87.0,"POLYGON ((-71.94607110513248 -35.40260534715034, -71.94607110513248 -35.44752111135632, -71.90115534092651 -35.44752111135632, -71.90115534092651 -35.40260534715034, -71.94607110513248 -35.40260534715034))"
83.0,"POLYGON ((-71.90115534092651 -35.40260534715034, -71.90115534092651 -35.44752111135632, -71.84725642387933 -35.44752111135632, -71.84725642387933 -35.40260534715034, -71.90115534092651 -35.40260534715034))"
81.0,"POLYGON ((-71.84725642387933 -35.40260534715034, -71.84725642387933 -35.44752111135632, -71.80234065967336 -35.44752111135632, -71.80234065967336 -35.40260534715034, -71.84725642387933 -35.40260534715034))"
74.0,"POLYGON ((-71.80234065967336 -35.40260534715034, -71.80234065967336 -35.44752111135632, -71.74844174262618 -35.44752111135632, -71.74844174262618 -35.40260534715034, -71.80234065967336 -35.40260534715034))"
83.0,"POLYGON ((-71.74844174262618 -35.40260534715034, -71.74844174262618 -35.44752111135632, -71.7035259784202 -35.44752111135632, -71.7035259784202 -35.40260534715034, -71.74844174262618 -35.40260534715034))"
75.0,"POLYGON ((-71.7035259784202 -35.40260534715034, -71.7035259784202 -35.44752111135632, -71.64962706137304 -35.44752111135632, -71.64962706137304 -35.40260534715034, -71.7035259784202 -35.40260534715034))"
60.0,"POLYGON ((-71.64962706137304 -35.40260534715034, -71.64962706137304 -35.44752111135632, -71.59572814432586 -35.44752111135632, -71.59572814432586 -35.40260534715034, -71.64962706137304 -35.40260534715034))"
63.0,"POLYGON ((-71.59572814432586 -35.40260534715034, -71.59572814432586 -35.44752111135632, -71.5508123801199 -35.44752111135632, -71.5508123801199 -35.40260534715034, -71.59572814432586 -35.40260534715034))"
73.0,"POLYGON ((-71.5508123801199 -35.40260534715034, -71.5508123801199 -35.44752111135632, -71.49691346307272 -35.44752111135632, -71.49691346307272 -35.40260534715034, -71.5508123801199 -35.40260534715034))"
76.0,"POLYGON ((-71.45199769886675 -35.34870643010317, -71.39809878181957 -35.34870643010317, -71.39809878181957 -35.40260534715034, -71.45199769886675 -35.40260534715034, -71.45199769886675 -35.44752111135632, -71.49691346307272 -35.44752111135632, -71.49691346307272 -35.40260534715034, -71.45199769886675 -35.40260534715034, -71.45199769886675 -35.34870643010317))"
81.0,"POLYGON ((-71.45199769886675 -35.40260534715034, -71.45199769886675 -35.44752111135632, -71.39809878181957 -35.44752111135632, -71.39809878181957 -35.40260534715034, -71.45199769886675 -35.40260534715034))"
83.0,"POLYGON ((-71.3531830176136 -35.34870643010317, -71.29928410056642 -35.34870643010317, -71.29928410056642 -35.40260534715034, -71.3531830176136 -35.40260534715034, -71.3531830176136 -35.44752111135632, -71.39809878181957 -35.44752111135632, -71.39809878181957 -35.40260534715034, -71.3531830176136 -35.40260534715034, -71.3531830176136 -35.34870643010317))"
85.0,"POLYGON ((-71.3531830176136 -35.40260534715034, -71.3531830176136 -35.44752111135632, -71.29928410056642 -35.44752111135632, -71.29928410056642 -35.40260534715034, -71.3531830176136 -35.40260534715034))"
95.0,"POLYGON ((-71.25436833636044 -35.40260534715034, -71.25436833636044 -35.44752111135632, -71.1465705022661 -35.44752111135632, -71.1465705022661 -35.40260534715034, -71.25436833636044 -35.40260534715034))"
95.0,"POLYGON ((-71.04775582101296 -35.40260534715034, -71.04775582101296 -35.44752111135632, -71.00284005680699 -35.44752111135632, -71.00284005680699 -35.40260534715034, -71.04775582101296 -35.40260534715034))"
109.0,"POLYGON ((-71.00284005680699 -35.40260534715034, -71.00284005680699 -35.44752111135632, -70.94894113975981 -35.44752111135632, -70.94894113975981 -35.40260534715034, -71.00284005680699 -35.40260534715034))"
111.0,"POLYGON ((-70.94894113975981 -35.40260534715034, -70.94894113975981 -35.44752111135632, -70.90402537555383 -35.44752111135632, -70.90402537555383 -35.40260534715034, -70.94894113975981 -35.40260534715034))"
104.0,"POLYGON ((-70.90402537555383 -35.40260534715034, -70.90402537555383 -35.44752111135632, -70.85012645850667 -35.44752111135632, -70.85012645850667 -35.40260534715034, -70.90402537555383 -35.40260534715034))"
109.0,"POLYGON ((-70.79622754145949 -35.40260534715034, -70.79622754145949 -35.44752111135632, -70.75131177725352 -35.44752111135632, -70.75131177725352 -35.40260534715034, -70.79622754145949 -35.40260534715034))"
145.0,"POLYGON ((-70.75131177725352 -35.40260534715034, -70.75131177725352 -35.44752111135632, -70.69741286020634 -35.44752111135632, -70.69741286020634 -35.40260534715034, -70.75131177725352 -35.40260534715034))"
149.0,"POLYGON ((-70.69741286020634 -35.40260534715034, -70.69741286020634 -35.44752111135632, -70.65249709600037 -35.44752111135632, -70.65249709600037 -35.40260534715034, -70.69741286020634 -35.40260534715034))"
148.0,"POLYGON ((-70.5985981789532 -35.34870643010317, -70.55368241474721 -35.34870643010317, -70.55368241474721 -35.40260534715034, -70.5985981789532 -35.40260534715034, -70.5985981789532 -35.44752111135632, -70.65249709600037 -35.44752111135632, -70.65249709600037 -35.40260534715034, -70.5985981789532 -35.40260534715034, -70.5985981789532 -35.34870643010317))"
145.0,"POLYGON ((-70.5985981789532 -35.40260534715034, -70.5985981789532 -35.44752111135632, -70.55368241474721 -35.44752111135632, -70.55368241474721 -35.40260534715034, -70.5985981789532 -35.40260534715034))"
165.0,"POLYGON ((-70.55368241474721 -35.40260534715034, -70.55368241474721 -35.44752111135632, -70.49978349770005 -35.44752111135632, -70.49978349770005 -35.40260534715034, -70.55368241474721 -35.40260534715034))"
171.0,"POLYGON ((-70.49978349770005 -35.40260534715034, -70.49978349770005 -35.44752111135632, -70.44588458065287 -35.44752111135632, -70.44588458065287 -35.40260534715034, -70.49978349770005 -35.40260534715034))"
162.0,"POLYGON ((-70.44588458065287 -35.40260534715034, -70.44588458065287 -35.44752111135632, -70.4009688164469 -35.44752111135632, -70.4009688164469 -35.40260534715034, -70.44588458065287 -35.40260534715034))"
131.0,"POLYGON ((-70.4009688164469 -35.40260534715034, -70.4009688164469 -35.44752111135632, -70.34706989939973 -35.44752111135632, -70.34706989939973 -35.40260534715034, -70.4009688164469 -35.40260534715034))"
112.0,"POLYGON ((-70.34706989939973 -35.40260534715034, -70.34706989939973 -35.44752111135632, -70.31113728803496 -35.44752111135632, -70.31113728803496 -35.40260534715034, -70.34706989939973 -35.40260534715034))"
94.0,"POLYGON ((-71.1465705022661 -35.40260534715034, -71.1465705022661 -35.44752111135632, -71.10165473806013 -35.44752111135632, -71.10165473806013 -35.501420028403494, -71.04775582101296 -35.501420028403494, -71.04775582101296 -35.44752111135632, -71.10165473806013 -35.44752111135632, -71.10165473806013 -35.40260534715034, -71.1465705022661 -35.40260534715034))"
25.0,"POLYGON ((-72.60184126253974 -35.44752111135632, -72.60184126253974 -35.501420028403494, -72.50302658128659 -35.501420028403494, -72.50302658128659 -35.44752111135632, -72.60184126253974 -35.44752111135632))"
59.0,"POLYGON ((-72.50302658128659 -35.44752111135632, -72.50302658128659 -35.501420028403494, -72.44912766423941 -35.501420028403494, -72.44912766423941 -35.44752111135632, -72.50302658128659 -35.44752111135632))"
56.0,"POLYGON ((-72.44912766423941 -35.44752111135632, -72.44912766423941 -35.501420028403494, -72.40421190003343 -35.501420028403494, -72.40421190003343 -35.44752111135632, -72.44912766423941 -35.44752111135632))"
68.0,"POLYGON ((-72.40421190003343 -35.44752111135632, -72.40421190003343 -35.501420028403494, -72.35031298298627 -35.501420028403494, -72.35031298298627 -35.44752111135632, -72.40421190003343 -35.44752111135632))"
87.0,"POLYGON ((-72.25149830173312 -35.44752111135632, -72.25149830173312 -35.501420028403494, -72.19759938468594 -35.501420028403494, -72.19759938468594 -35.44752111135632, -72.25149830173312 -35.44752111135632))"
96.0,"POLYGON ((-72.19759938468594 -35.44752111135632, -72.19759938468594 -35.501420028403494, -72.0987847034328 -35.501420028403494, -72.0987847034328 -35.44752111135632, -72.19759938468594 -35.44752111135632))"
94.0,"POLYGON ((-72.0987847034328 -35.44752111135632, -72.0987847034328 -35.501420028403494, -72.05386893922682 -35.501420028403494, -72.05386893922682 -35.44752111135632, -72.0987847034328 -35.44752111135632))"
87.0,"POLYGON ((-72.05386893922682 -35.44752111135632, -72.05386893922682 -35.501420028403494, -71.99997002217965 -35.501420028403494, -71.99997002217965 -35.44752111135632, -72.05386893922682 -35.44752111135632))"
70.0,"POLYGON ((-71.90115534092651 -35.44752111135632, -71.90115534092651 -35.501420028403494, -71.84725642387933 -35.501420028403494, -71.84725642387933 -35.44752111135632, -71.90115534092651 -35.44752111135632))"
71.0,"POLYGON ((-71.84725642387933 -35.44752111135632, -71.84725642387933 -35.501420028403494, -71.80234065967336 -35.501420028403494, -71.80234065967336 -35.44752111135632, -71.84725642387933 -35.44752111135632))"
64.0,"POLYGON ((-71.7035259784202 -35.44752111135632, -71.7035259784202 -35.501420028403494, -71.64962706137304 -35.501420028403494, -71.64962706137304 -35.44752111135632, -71.7035259784202 -35.44752111135632))"
53.0,"POLYGON ((-71.64962706137304 -35.44752111135632, -71.64962706137304 -35.501420028403494, -71.59572814432586 -35.501420028403494, -71.59572814432586 -35.44752111135632, -71.64962706137304 -35.44752111135632))"
59.0,"POLYGON ((-71.59572814432586 -35.44752111135632, -71.59572814432586 -35.501420028403494, -71.5508123801199 -35.501420028403494, -71.5508123801199 -35.44752111135632, -71.59572814432586 -35.44752111135632))"
66.0,"POLYGON ((-71.5508123801199 -35.44752111135632, -71.5508123801199 -35.501420028403494, -71.49691346307272 -35.501420028403494, -71.49691346307272 -35.44752111135632, -71.5508123801199 -35.44752111135632))"
79.0,"POLYGON ((-71.49691346307272 -35.44752111135632, -71.49691346307272 -35.501420028403494, -71.45199769886675 -35.501420028403494, -71.45199769886675 -35.44752111135632, -71.49691346307272 -35.44752111135632))"
84.0,"POLYGON ((-71.45199769886675 -35.44752111135632, -71.45199769886675 -35.501420028403494, -71.39809878181957 -35.501420028403494, -71.39809878181957 -35.44752111135632, -71.45199769886675 -35.44752111135632))"
86.0,"POLYGON ((-71.39809878181957 -35.44752111135632, -71.39809878181957 -35.501420028403494, -71.3531830176136 -35.501420028403494, -71.3531830176136 -35.44752111135632, -71.39809878181957 -35.44752111135632))"
84.0,"POLYGON ((-71.3531830176136 -35.44752111135632, -71.3531830176136 -35.501420028403494, -71.29928410056642 -35.501420028403494, -71.29928410056642 -35.44752111135632, -71.3531830176136 -35.44752111135632))"
83.0,"POLYGON ((-71.29928410056642 -35.44752111135632, -71.29928410056642 -35.501420028403494, -71.25436833636044 -35.501420028403494, -71.25436833636044 -35.44752111135632, -71.29928410056642 -35.44752111135632))"
92.0,"POLYGON ((-71.25436833636044 -35.44752111135632, -71.25436833636044 -35.501420028403494, -71.20046941931328 -35.501420028403494, -71.20046941931328 -35.44752111135632, -71.25436833636044 -35.44752111135632))"
93.0,"POLYGON ((-71.10165473806013 -35.40260534715034, -71.04775582101296 -35.40260534715034, -71.04775582101296 -35.44752111135632, -71.10165473806013 -35.44752111135632, -71.10165473806013 -35.501420028403494, -71.20046941931328 -35.501420028403494, -71.20046941931328 -35.44752111135632, -71.10165473806013 -35.44752111135632, -71.10165473806013 -35.40260534715034))"
96.0,"POLYGON ((-71.04775582101296 -35.44752111135632, -71.04775582101296 -35.501420028403494, -71.00284005680699 -35.501420028403494, -71.00284005680699 -35.44752111135632, -71.04775582101296 -35.44752111135632))"
114.0,"POLYGON ((-71.00284005680699 -35.44752111135632, -71.00284005680699 -35.501420028403494, -70.94894113975981 -35.501420028403494, -70.94894113975981 -35.44752111135632, -71.00284005680699 -35.44752111135632))"
112.0,"POLYGON ((-70.94894113975981 -35.44752111135632, -70.94894113975981 -35.501420028403494, -70.90402537555383 -35.501420028403494, -70.90402537555383 -35.44752111135632, -70.94894113975981 -35.44752111135632))"
108.0,"POLYGON ((-70.90402537555383 -35.44752111135632, -70.90402537555383 -35.501420028403494, -70.85012645850667 -35.501420028403494, -70.85012645850667 -35.44752111135632, -70.90402537555383 -35.44752111135632))"
120.0,"POLYGON ((-70.85012645850667 -35.44752111135632, -70.85012645850667 -35.501420028403494, -70.79622754145949 -35.501420028403494, -70.79622754145949 -35.44752111135632, -70.85012645850667 -35.44752111135632))"
125.0,"POLYGON ((-70.79622754145949 -35.44752111135632, -70.79622754145949 -35.501420028403494, -70.75131177725352 -35.501420028403494, -70.75131177725352 -35.44752111135632, -70.79622754145949 -35.44752111135632))"
142.0,"POLYGON ((-70.75131177725352 -35.44752111135632, -70.75131177725352 -35.501420028403494, -70.69741286020634 -35.501420028403494, -70.69741286020634 -35.44752111135632, -70.75131177725352 -35.44752111135632))"
